text,sentiment
"@akhmadyusuff yang penting, belakang ga grusak grusuk sama passing2 lancar asal jangan longball bisa banget buat counter🔥",neutral
"Gini amat ya punya fans fanatik bola di Indonesia, kalah, menang, seri tetap dihujat. 😂",negative
"@timnas.indonesia Min, kenapa sekarang jarang post foto pemain di lapangan?",neutral
Asnawi dari awal masuk keliatan gugup cok,neutral
Baru daftar di GarudaHoki langsung menang banyak.,positive
keren banget si sumpah ernando @nandoariiiss 🔥🔥,positive
Bismillah... siapapun punggawanya semoga bisa perform maksimal untuk Indonesia 🇮🇩🔥,positive
messi jepang vs mesi indo nih cuy,neutral
"Fokus ke Adam Alis, raut wajahnya sangat nggak betah, pengin liburan",neutral
"Pas hilang bola kagak mau nge press pas dapat bola kyak orang bingung mau oper kemana mana ujung ujungnya dribal drible gk jelas, mending full naturalisasi semua biar rasa eropa",negative
Yang 1945 berapa kosong min? 😂😂,neutral
"Apresiasi buat Sandy Walsh, GG mainnya.",positive
"@rzk_afnd13 90% di buang sia² , ngk bisa imbangin permaiann rafael 😂😂",negative
@suwonfc cari follower baru 🤭,neutral
"@gilangseptian69 tapi masih ada aja pemain yang bermain individu, kayak nggak mau belajar.",negative
"Sebagai ucapan terima kasih, pemain kyrgis bawa ke Liga 1",neutral
Clean set gak tuh👏🔥,positive
BISMILLAH TIMNAS DAYY 3 POINTT🔥🔥🔥,positive
Gak papa kalah Jordi Amat yang penting gaji lancar 😂😂😂,negative
"Nyinyir doang, punya bakat kagak!!! Jadilah netizen baik dan pintar dalam ucapan dan ketikan!!!",negative
Manusia sampah,negative
Yaudah,neutral
@ant.syah dendy drajad?,neutral
Walsh<gursak grusuk,neutral
Asnawi asu malah captain,negative
@ghalifmahesa yg baperan lu😂😂 dan bosnya di club,neutral
Ernando BS maen di piala Asia U-23,positive
"Ayo, bismillah!",positive
🔥🔥,neutral
🔥,neutral
"""Apa yang mau diharapin dari Timnas U-23 ngelawan Timnas Nomor 1 di Asia? Menang keajaiban, seri masuk akal, kalah realistis. Yang paling penting progress ke depannya tim ini kalo bareng terus selama 5 tahun yakin bakalan ngeri. Tadi aja cuma kebobolan 1 dari open play, 1 lagi bunuh diri, 1 lagi penalti. Komentator luar aja bilang tim ini bakal punya potensi menjanjikan di Asia, bukan cuma di South Asia tapi di ASIA. 👏👏 STY stay dengan catatan juga harus berbenah, pemilihan starting sama substitusi terkadang keliatan terlalu “subjektif” padahal ada yang bagus tapi ga dimainin. Kalo STY out bakal ngulang dari awal lagi, BP sendiri bilang dia jadi pemain di Timnas udah ganti pelatih sampe 11x bukannya tambah baik malah ngulang terus dari awal.""",positive
@linatusofiyah__ iya Gak nyangka bisa ngegolin juga,positive
@tifonesia_ Egy OTW AC Milan 💩😅,negative
Mana nih org yg bilang sandiyy sama Asnawi main ga berkontribusi...,positive
"Akhirnya Pattynama main! Nuhun, STY!",positive
Sahrul🔥🔥🔥. Nadeo tunjukan kemampuanmu🔥🔥🔥👏💪,positive
🔥🔥🔥,positive
🔥,positive
Garuda menggila malam ini 🔥🔥🔥,positive
@tantihuluki sorry yee gak di ajak,negative
Kebayang ada sadil hmm,neutral
"@timnas.indonesia Sananta apakah dipulangkan, Min?",neutral
@s.pattynama terima kasih banyak atas perjuangan kalian ❤️❤️❤️,positive
@marcellinusrico 3th lg sty stay .dan 3th lama Towel+akmal ga nitip😂,neutral
🔥🔥🔥🔥🔥,positive
Assalamualaikum 16 besar😎,positive
🔥🔥🔥,positive
🔥,positive
Shibal,negative
"Terimakasih timnas untuk perjuangan nya,",positive
@pendik.hariyn Cidera pinggang,neutral
menterrr🔥🔥🔥🔥🔥,positive
Alhamdulillah menang🇮🇩🤩,positive
"@realtroubadour apa ini, jadi orang kok sok",negative
Kalau kita kejar pengalaman trus. Nnti akan trus sprti itu kk🙏,neutral
Next lawn jepang🔥🔥 sekor indonesia 1-1 japan,neutral
SERANG LAWAN TAKLUKKAN!,positive
Sandy walss 🔥🔥,positive
Tetep percoyo karo Ernando,positive
KERENNNN🔥🔥,positive
Alhamdulillah 😭😭😭,positive
❤️,neutral
Jepang 1-2,neutral
🇲🇨❤️,positive
🔥🔥❤️,neutral
STY stay,neutral
🔥🔥🔥🔥,neutral
Info line up yang tahun 1945,neutral
STY STAY PAK KETUA,positive
"STY kok sekarang ambil keputusan lama yah, padahal pemain sudah waktunya diganti nggak diganti, dan ambil keputusan ganti pemain yang salah juga. Oke lah, next game bisa semangat",negative
Indonesia cuma mampir ke 16 besar,negative
"💯 fight , come on garudaaa !🔥",positive
JORDI BEGOO BANGET MALAH D PELUK TOLOL @jordiamat5 like jordi BEGO>>>>>>>>>>>>>>>>>,negative
@stepen__ewww goblok koe,negative
@huseintanjung__ wkwkwkwk muka lu benerin dulu ya😂,negative
"Keberuntungan, kelas masih jauh",negative
SADdil 🥲,neutral
Bung Towel aman? 😂😂,neutral
Good game Garuda 🔥🔥🔥,positive
🔥🔥🔥,neutral
"Alhamdulillah.. dari 4 opsi, opsi terakhir yang berhasil membuat Indonesia lolos. Oman sempat unggul 1-0 tapi akhirnya Kirgistan mampu menyamakan kedudukan & membuat Indonesia lolos.. Thanks Kirgistan & bravo Indonesia",positive
Kunci @marcklok di kamar mandi.,negative
asnawi 😢,neutral
"Semangat, yok! Lini depannya juga, mudah-mudahan kerasukan Haaland Mbappe 😂",neutral
🔥🔥,positive
3-4-3🔥🔥🔥🔥,neutral
@apissss_14 yahaha kontol gak bisa main bola,negative
🔥🔥🔥,positive
ingfokan ig kakak yang pake baju adat ketiganya,neutral
"Ernando harus nyoba abroad sih, pasti makin gacor 🙌🏼🔥",positive
Produk mu tidak pernah gagal 🔥🔥,positive
"Ayooo bisa menang, kalah lagi pulang kampung dah🔥",positive
Witan ngapain aja?😢,negative
🔥🔥🔥🔥🔥,positive
Shayne 😢,neutral
Yang setuju ini komposisi terbaik timnas Indonesia🥺🥺,positive
😂😂😂😂,neutral
@borneofc.id kok nggak ngucap sich??? Oh iya... Sibuk kampanye...,negative
❤️❤️🔥🔥👏👏,positive
🔥🔥😍👏,positive
1 shot 1 gol ga bang,neutral
Mark Klok ini bisa main bola gak?,negative
"@fi_rofiyoithefly baru nyampe bocil, nonton bola dari kapan hal gituan gak tahu",negative
❤️❤️❤️,positive
@ryu.zen46 keikutsertaan Marcelino Ferdinand di Piala Asia U23 nanti bisa menguntungkan bagi Clubnya serta Agen Marcelino Ferdinand itu sendiri...,neutral
Tidak ada alasan untuk kalah!,positive
🔥🔥,neutral
@antama_putra99 gitu aja terus walau losestreak 5 kali,negative
"Proud, thank you Garudaa♡",positive
@gavinhuu1 Jauh bro kualitas Arhan sama Pattynama,neutral
@zayy_alvaro10 lu ga bayangin kalo itu yg main lokal pride smua bakalan gimna?,neutral
Please pake sananta coy 16 besar,neutral
@hokkycaraka_ belum layak,negative
Bismillah ayo garuda kita pasti menang🔥🔥,positive
"Asnawi belom bisa level asia coach @shintaeyong7777 , dari brpa pertandingan asal Asnawi starter , lobang selalu dari kanan",negative
Finally Pattynama 🔥awas klo ada yg hujat anjeng kalean,negative
"@suwonfc, target berapa followers, ngab?",neutral
@_ilalang30 Gak guna bet Hokky.,negative
Arhan Asnawi outt gampang di lewati,negative
Raihlah mimpimu Garuda ❤️💛,positive
GOL KEDUA MEREKA OFFSIDE NJIR 😢,negative
@gaasptraa_ kamu yang goblok banyak bacot!,negative
STY STAY @erickthohir 🔥🔥,positive
🔥🔥🔥,positive
Jangan bangga lolos karena bantuan MK aja 🗿,negative
INDONESIA 1-1 JAPAN. CATAT MINNN,neutral
@lagrandeindonesia12 🔥🔥,neutral
Ngeyel gasss,neutral
"Cara bermain tim kita kurang nakal, kurang garang. Bisa dilihat bagaimana Jepang bermain, sangat nakal, sangat garang, dan sangat pelit dengan bola... 👏👏👍🏼💪🏼",neutral
Makan taiiiii,negative
Tidak ada alasan untuk tidak bangga ❤️❤️🔥,positive
Wataru bakal nangis malam ini,neutral
🔥,positive
🔥🔥🔥,positive
Gaskannn🔥🇲🇨💪,positive
@hy_ikiii yang dibanggakan dari lu apa?,negative
"DRI jaman timnas junior bareng Bagas bagus emng gw demen sama kiper ini, minusnya cuma di postur ( tp itu GK bisa dirubah ) DRI pada postur dpt tp GK bisa jadi kiper 😂",neutral
"Sudah siapin camilan dan makan, malah sakit asam lambung naik 😭",negative
"Terima kasih Timnas sudah berjuang, walaupun sulit, tetap bangga 🔥🔥",positive
"@inilhamm yang di omongin kakak ini bener banget , cuma buat satu bagus semua bagus satu jelek semua jelek nggak berlaku kalau udah ketabrak netizen indo pokoknya ya gawang kebobol salah kiper pokoknya salah kiper bukan salah pemain lain mereka pemikirannya masih begini 😄🙏",neutral
👏,positive
❤️🇲🇨🦅,positive
"Bismillah, Indonesia 1 Jepang 0 🤲",positive
@danangsatset RCTI ngab,neutral
Menyala cap 🙌,positive
"@sedangviral_tv dia ngelakuin yang terbaik,tapi ya mungkin gasengaja soalnya itu mepet mau ke gawang banget",neutral
@cutezyndrome 17 dunia bang.. keren lah tapi timnas 🔥🔥,positive
sty stayy!,positive
🔥🔥🔥,positive
Pening lah uda,negative
😢,neutral
"Yah, 5-0 min.",negative
🔥🔥🔥,positive
"Gak usah banding-bandingin, Bang. Semua pemain punya kelebihan masing-masing.",neutral
@romadnurfajar 4-0 HAHAHAHAHA,neutral
@hajialm nggak apa-apa buat tes mental,neutral
🔥🔥🔥,positive
@ker_tasminyak awokawok hoki jga mainnya kurang bat tendangan letoy,negative
"ayooo bekerja lebih keras lagi timnas ku, mari kita balaskan luka nenek moyang kita yg pernah dijajah 3.5 Tahun lamanya",positive
Terbang tinggi @sandywalsh bersama Garuda 👏👏,positive
💪💪💪🇮🇩🇮🇩🇮🇩,positive
Terima kasih telah membanggakan seluruh rakyat Indonesia @timnas.indonesia terima kasih Coach @shintaeyong7777 dan Pak @erickthohir 🔥🔥🔥🔥,positive
@sedangviral_tv anies,neutral
@kangzane bang mending lu c*lmek aja sana,negative
"@kahfifikri sepak bola gak 100% bicara di atas kertas kali wkwkwk, bahasa pakai logis-logis segala. ""Justru gua berpikir logis biar para fans gak kecewa"" Gak usah berkicau logis, lu ngetik gitu aja aneh gak nyambung.",negative
🫂🤍,neutral
"Ingat jangan berpuas diri lawan berikutnya ialah Jepang, tetap fokus jangan lengah suatu keajaiban kita bisa menang lawan mereka 🫡🇲🇨❤️🔥",positive
JANGAN ADA YANG MENGHUJAT PEMAIN ATAUPUN PELATIH MENG KRITIK BOLEH TPI JANGAN MENG HUJAT,negative
"Lolos, woi! Indo!",positive
"inget gaes, sebagian besar yg main tdi malam itu masoh bisa main sampe 10 tahun kedepan 🔥🔥🔥",positive
Mainnya harus berani nusuk kepertahanan lawan jangan muter muter trus kaya orang bingung,negative
"@chin_chigga ga berharap apa2, ga ada yg bisa d banggakan",negative
Sadil knp dicoret?,neutral
🔥🔥🔥,positive
"Bismillah, menang 🔥",positive
Tombol siap banting TV kalau kalah ==>>,neutral
"@witansulaiman_ @marcklok ni orang gk ada gunanya, heran ama STY kok sekelas Lilipaly gk di-call😂",negative
@amirulaziz341 Iya kah bang? Kenapa cuma bisa 1 gol? Efektif tidak itu namanya?,neutral
Mending pemain keturunan semua yang dimainkan,neutral
"Aduh, kesalahan demi kesalahan terjadi. Ampunnn. 😢",negative
"Mari pulang, marilah pulang, marilah pulang bersama-sama",neutral
Aku cinta kyrgistan ❤️,neutral
Egy wajib ganti,negative
egy starting line up cuma buat nemenin asnawi slebrasi😂,negative
STY STAY,positive
Ayo coach online tunjukan pesonamu😂,neutral
"@alfiynn Diganti Thomas Tuchel saja, ya?",neutral
@maz.oka siapa si yang gatau mathew ryan malang melintang di laliga liga inggris,neutral
Mending caster mobile legend ya kedengeranya enak,neutral
Finising nya kurang itu aja.,negative
1-0 guyss....,neutral
😍,neutral
Sadil??,neutral
"@blsynh_04 Offside jelas banget itu, Bro!",negative
"STY ini lama-lama gimana, nih? Gw bela-belain dari dulu, tetap saja pergantian pemain masih dipertanyakan.",negative
☝🏻😅,neutral
🔥🔥🔥,neutral
Berjuanglah Garuda sampai kemenangan milik kita🔥,positive
"Gua yakin sejarah barunya bukan di 16 besar, Tapi bawa piala asia ke indonesia 🔥🔥🔥",positive
"Terima kasih Garuda, semoga lolos fase grup jalur 3rd",positive
Tengahnya siapa ini?,neutral
@meubeulcantika kontol lu,negative
Bismilah🔥,positive
Pertandingan terakhir aja gw belum lahir 😂,neutral
Alhamdulillah menang,positive
"❤️❤️🇮🇩🇮🇩🇮🇩🔥🔥 STY STAY, Bangga dengan Timnas sekarang semoga ke depannya semakin berprestasi dan semakin kuat",positive
🔥🔥🔥🔥🔥🔥🔥,neutral
"Asisten wasit nya ga becus, jelas' itu offside",negative
Sananta ke mana?,neutral
menang di aff lawan vietnam tidak perlu,neutral
@nandinurhadiansyah19 cuma rizky ridho & marselino aja yang sejauh ini permainannya masih terus berkembang. yang lain udah gak bisa di up lagi asnawi egy witan arhan emang udah mentok segitu. mereka tidak menurun tapi suma stak di situ2 aja,negative
Where pattynma ?😢,neutral
"Shane Pattynama nggak main, ada kemungkinan dia kurang fit. Kita tidak tahu kondisi di lapangan, dan Arhan diharapkan bisa memanfaatkan lemparan ke dalam karena hampir mustahil menembus pertahanan Jepang. Salah satu pilihan menyerang adalah dari kondisi lemparan ke dalam Arhan.",neutral
@bolacenter semoga seperti Indonesia yang menang melawan Vietnam di semifinal Piala AFF 2016.. Aamiin,neutral
"Apapaun pilihan kalian, 1, 2 atau 3, musuh kita semua tetep sama,, towel",neutral
🔥🔥,positive
😍🔥🔥,positive
🔥🔥🔥,positive
"next match asnawi ganti sandy, arhan ganti shayne!!!!!!!!!!!!!!!!!!!",neutral
@suwonfc 고마워요수원❤💙,neutral
"Ini pelatihnya yang keras kepala, terlalu memaksakan",negative
"Info Instagram wasitnya, memang ajg gol kedua harusnya offside",negative
Kasih paham! 🔥,positive
ini moment ketika mengawasi dua laga penentu timnas maju ke fase 16 besar 🗿,neutral
Kenapa Asnawi nggak dimainin? Atau Sananta????,neutral
❤️❤️❤️,positive
🙌,positive
@bayu_032 yoi bro,neutral
"Lebih baik Sandy dikembalikan ke klubnya daripada tidak digunakan, padahal dia pemain bagus.",negative
RIEUT SARMIN.,neutral
👏👏👏❤️❤️❤️,neutral
"Pelatih, siapkan Bagus sang striker, Coach! 😂",neutral
🔥🔥🔥,positive
STY OUT!,negative
Good game❤️,positive
Akhirnya! 🔥👏😍.,positive
GWS @jordiamat5,positive
@janisan_f Kamu bayar pajak apa?,neutral
🔥🔥😍,neutral
Kualitas eropa emang gak bohong ❤🇲🇨,positive
"Tolong kipernya jangan Ernando lagi, suka kesel sendiri ngeliatnya. Mending Nadeo deh.",negative
🔥🔥🔥,positive
Finally Pattynama 😭🔥🙏,positive
🔥🔥🔥,positive
"Jepang peringkat 17, bro. Indonesia ke-146. Ini sudah cukup keren mainnya. Hanya saja harus lebih cermat dalam passing, sering sekali miskomunikasi.",neutral
@febyferdian tolong pa ketua PSSI ini bisa direkomendasikan ke coach STY karena skill permainan bolanya Ahayyyyy,neutral
@muhammad_dikrama setuju bgt🔥,positive
Semoga sukses team👏👏👏👏👏👏,positive
"@psm_makassar dari Antang untuk Indonesia, Capt Asnawi 🔥",positive
Jantungan gila,neutral
Semangat🔥🔥🔥,positive
Kalo seri blm aman Mba krn msh tergantung dgn Bahrain dan Oman.,neutral
❤️❤️❤️🔥🔥🔥,positive
🔥🔥🔥👏👏👏👏,positive
Yesssss,positive
"Witan dan Egy dulu pas masih main di Eropa bagus banget. Sejak main di Liga Wakanda, masuk Timnas cengengesan saja mainnya. Hadeuh.",negative
@ramdanialatifa diatur STY atau diatur orang dalam? 😂,neutral
🔥🔥👏,positive
"@firmantullus apabila Jepang tidak mau mengalah, maka akan kita rampas ikeh ikehnya bawa ke Indonesia",neutral
COMEBACK STRONGER HERO 💥💖,positive
"Gw bangga malah semalam bisa ngegolin, apapun hasilnya nanti kalian semua terbaik🔥",positive
@muhamadnajih05 oh iya ssakit oh iya 2 hari,neutral
"STY menggunakan teknik ancaman, sulit.",neutral
Tolong perpanjang kontrak STY sampai 2026.,neutral
"@matthew_telling70 Minta diserang FP lu, Malayjing?",negative
"Kami akan terus mendukung kalian semua, fokus ke turnamen selanjutnya 🙌🔥",positive
"@well_wins3 struick jadiin sayap, terus sananta striker murni. Tapi ga di bawa hmm",negative
@firmantondyy_ memang asu bang si sty kocak ini,negative
"@shnksj28 WEY LIHAT GAK? RANKING KITA JAUH DARI AUSTRALIA, BAGAI LANGIT DAN BUMI. ANDA PAHAM BOLA AJA NGGAK, SOK-SOKAN MAU KOMENTARIN INDO!",negative
@borneofcnews sepertinya di pertandingan pertama Nadeo hanya jadi cadangan karena baru datang dan belum banyak latihan.,neutral
EMANG BOLEH SEKEREN ITU?!🔥,positive
"@rezaindri1226 Nggak ada pengaruh bang sama warna baju, hoko jiga gak ada hubungannya sama warna baju, hehe",neutral
Semangattt nawi🥹💗,positive
@ronnaaal kelazzzz bang🔥,positive
👈🏼👀LinkStream,neutral
"Yang menghina Indonesia kalah dari Jepang benar-benar tidak waras. Secara permainan, kualitas skuad, dan aspek teknis lainnya, kita kalah jauh dari Jepang. Beruntung kita hanya kalah 3-1 dan bisa bertahan dari gempuran Jepang.",neutral
arhan positif vibes banget 😻❤,positive
Mencari nama Ramadhan Sananta,neutral
@suryo_pratama14 😂😂,neutral
@dhkartikaa_ koe rsh kakean cangkem kim,negative
"@shintaeyong7777 WAJIB DIPERPANJANG @erickthohir KARENA INI TIM USIA MUDA, BISA 2 ATAU 5 TAHUN KE DEPAN INDONESIA AKAN KUAT ASAL JANGAN",positive
"Kamu keren idolaku, semangat untuk babak selanjutnya 👏",positive
"Terima kasih, Indonesia ❤️❤️❤️❤️",positive
Bunuh diri wae heran,negative
🔥,positive
First time banget timnas senior pake jersey putih 🔥,neutral
Tapi kamu sekarang kelemahan di timnas nawi,negative
Tidak dipungkiri keturunan menambah nilai timnas naik level walau masih on progress,neutral
🔥,positive
"Main yang bener Wi, kasih yang terbaik jangan nungkul mulu kalo lari okey",negative
Terima kasih sudah berjuang Garuda.. Kami tetap bangga dan terus support ❤️,positive
🙌🔥🔥🔥,positive
sejarah baru akan di mulai,positive
"Yeeeeiiiii horay... semoga laju terus Garuda kesayanganku... dan semoga Allah memudahkan perjuanganmu, Garudaku. Terima kasih STY, tim, dan seluruh pemain",positive
"Asnawi lebih bagus tempel tiang gawang biar ga kabur wkwk ,ernando ganti dulu kasih menit untuk kiper lain",neutral
"@bimareskys.__ liat mata looo..itu yg kamu harap dari shain ptinama ya.sampahhh loooo,goblokkkkmkk",negative
🔥🔥🔥🔥,positive
@mamamiatailor Perbedaannya bagaikan langit dan bumi. 😂,neutral
@suwonfc tolong pantau dan rekrut mereka main di korea @opeck_7 @dhani_alhajj mereka sangat berbakat,positive
Nyri cuma kesalahan? Ga inget apa dlu pas blm di pegang sty rank fifa brp? Skrg di pegang sty rank fifa brp? Klo di friednly match gpp bisa di liat mna kesalahan nya,neutral
Masih bisa lolos gak nih 3-1?,neutral
@shin_jaewon77 STY stay🔥❤️,positive
